date,holiday_name,year,month,day,weekday,dow,weeknum,national_holiday
,0,2019,5,29,3,수요일,,
,0,2019,5,30,4,목요일,,
,0,2019,5,31,5,금요일,,
,0,2019,6,1,6,토요일,,
,0,2019,6,2,7,일요일,,
,0,2019,6,3,1,월요일,,
,0,2019,6,4,2,화요일,,
,0,2019,6,5,3,수요일,,
,현충일,2019,6,6,4,목요일,,
,0,2019,6,7,5,금요일,,
,0,2019,6,8,6,토요일,,
,0,2019,6,9,7,일요일,,
,0,2019,6,10,1,월요일,,
,0,2019,6,11,2,화요일,,
,0,2019,6,12,3,수요일,,
,0,2019,6,13,4,목요일,,
,0,2019,6,14,5,금요일,,
,0,2019,6,15,6,토요일,,
,0,2019,6,16,7,일요일,,
,0,2019,6,17,1,월요일,,
,0,2019,6,18,2,화요일,,
,0,2019,6,19,3,수요일,,
,0,2019,6,20,4,목요일,,
,0,2019,6,21,5,금요일,,
,0,2019,6,22,6,토요일,,
,0,2019,6,23,7,일요일,,
,0,2019,6,24,1,월요일,,
,0,2019,6,25,2,화요일,,
,0,2019,6,26,3,수요일,,
,0,2019,6,27,4,목요일,,
,0,2019,6,28,5,금요일,,
,0,2019,6,29,6,토요일,,
,0,2019,6,30,7,일요일,,
,0,2019,7,1,1,월요일,,
,0,2019,7,2,2,화요일,,
,0,2019,7,3,3,수요일,,
,0,2019,7,4,4,목요일,,
,0,2019,7,5,5,금요일,,
,0,2019,7,6,6,토요일,,
,0,2019,7,7,7,일요일,,
,0,2019,7,8,1,월요일,,
,0,2019,7,9,2,화요일,,
,0,2019,7,10,3,수요일,,
,0,2019,7,11,4,목요일,,
,0,2019,7,12,5,금요일,,
,0,2019,7,13,6,토요일,,
,0,2019,7,14,7,일요일,,
,0,2019,7,15,1,월요일,,
,0,2019,7,16,2,화요일,,
,0,2019,7,17,3,수요일,,
,0,2019,7,18,4,목요일,,
,0,2019,7,19,5,금요일,,
,0,2019,7,20,6,토요일,,
,0,2019,7,21,7,일요일,,
,0,2019,7,22,1,월요일,,
,0,2019,7,23,2,화요일,,
,0,2019,7,24,3,수요일,,
,0,2019,7,25,4,목요일,,
,0,2019,7,26,5,금요일,,
,0,2019,7,27,6,토요일,,
,0,2019,7,28,7,일요일,,
,0,2019,7,29,1,월요일,,
,0,2019,7,30,2,화요일,,
,0,2019,7,31,3,수요일,,
,0,2019,8,1,4,목요일,,
,0,2019,8,2,5,금요일,,
,0,2019,8,3,6,토요일,,
,0,2019,8,4,7,일요일,,
,0,2019,8,5,1,월요일,,
,0,2019,8,6,2,화요일,,
,0,2019,8,7,3,수요일,,
,0,2019,8,8,4,목요일,,
,0,2019,8,9,5,금요일,,
,0,2019,8,10,6,토요일,,
,0,2019,8,11,7,일요일,,
,0,2019,8,12,1,월요일,,
,0,2019,8,13,2,화요일,,
,0,2019,8,14,3,수요일,,
,광복절,2019,8,15,4,목요일,,
,0,2019,8,16,5,금요일,,
,0,2019,8,17,6,토요일,,
,0,2019,8,18,7,일요일,,
,0,2019,8,19,1,월요일,,
,0,2019,8,20,2,화요일,,
,0,2019,8,21,3,수요일,,
,0,2019,8,22,4,목요일,,
,0,2019,8,23,5,금요일,,
,0,2019,8,24,6,토요일,,
,0,2019,8,25,7,일요일,,
,0,2019,8,26,1,월요일,,
,0,2019,8,27,2,화요일,,
,0,2019,8,28,3,수요일,,
,0,2019,8,29,4,목요일,,
,0,2019,8,30,5,금요일,,
,0,2019,8,31,6,토요일,,
,0,2019,9,1,7,일요일,,
,0,2019,9,2,1,월요일,,
,0,2019,9,3,2,화요일,,
,0,2019,9,4,3,수요일,,
,0,2019,9,5,4,목요일,,
,0,2019,9,6,5,금요일,,
,0,2019,9,7,6,토요일,,
,0,2019,9,8,7,일요일,,
,0,2019,9,9,1,월요일,,
,0,2019,9,10,2,화요일,,
,0,2019,9,11,3,수요일,,
,추석,2019,9,12,4,목요일,,
,추석,2019,9,13,5,금요일,,
,추석,2019,9,14,6,토요일,,
,0,2019,9,15,7,일요일,,
,0,2019,9,16,1,월요일,,
,0,2019,9,17,2,화요일,,
,0,2019,9,18,3,수요일,,
,0,2019,9,19,4,목요일,,
,0,2019,9,20,5,금요일,,
,0,2019,9,21,6,토요일,,
,0,2019,9,22,7,일요일,,
,0,2019,9,23,1,월요일,,
,0,2019,9,24,2,화요일,,
,0,2019,9,25,3,수요일,,
,0,2019,9,26,4,목요일,,
,0,2019,9,27,5,금요일,,
,0,2019,9,28,6,토요일,,
,0,2019,9,29,7,일요일,,
,0,2019,9,30,1,월요일,,
,0,2019,10,1,2,화요일,,
,0,2019,10,2,3,수요일,,
,개천절,2019,10,3,4,목요일,,
,0,2019,10,4,5,금요일,,
,0,2019,10,5,6,토요일,,
,0,2019,10,6,7,일요일,,
,0,2019,10,7,1,월요일,,
,0,2019,10,8,2,화요일,,
,한글날,2019,10,9,3,수요일,,
,0,2019,10,10,4,목요일,,
,0,2019,10,11,5,금요일,,
,0,2019,10,12,6,토요일,,
,0,2019,10,13,7,일요일,,
,0,2019,10,14,1,월요일,,
,0,2019,10,15,2,화요일,,
,0,2019,10,16,3,수요일,,
,0,2019,10,17,4,목요일,,
,0,2019,10,18,5,금요일,,
,0,2019,10,19,6,토요일,,
,0,2019,10,20,7,일요일,,
,0,2019,10,21,1,월요일,,
,0,2019,10,22,2,화요일,,
,0,2019,10,23,3,수요일,,
,0,2019,10,24,4,목요일,,
,0,2019,10,25,5,금요일,,
,0,2019,10,26,6,토요일,,
,0,2019,10,27,7,일요일,,
,0,2019,10,28,1,월요일,,
,0,2019,10,29,2,화요일,,
,0,2019,10,30,3,수요일,,
,0,2019,10,31,4,목요일,,
,0,2019,11,1,5,금요일,,
,0,2019,11,2,6,토요일,,
,0,2019,11,3,7,일요일,,
,0,2019,11,4,1,월요일,,
,0,2019,11,5,2,화요일,,
,0,2019,11,6,3,수요일,,
,0,2019,11,7,4,목요일,,
,0,2019,11,8,5,금요일,,
,0,2019,11,9,6,토요일,,
,0,2019,11,10,7,일요일,,
,0,2019,11,11,1,월요일,,
,0,2019,11,12,2,화요일,,
,0,2019,11,13,3,수요일,,
,0,2019,11,14,4,목요일,,
,0,2019,11,15,5,금요일,,
,0,2019,11,16,6,토요일,,
,0,2019,11,17,7,일요일,,
,0,2019,11,18,1,월요일,,
,0,2019,11,19,2,화요일,,
,0,2019,11,20,3,수요일,,
,0,2019,11,21,4,목요일,,
,0,2019,11,22,5,금요일,,
,0,2019,11,23,6,토요일,,
,0,2019,11,24,7,일요일,,
,0,2019,11,25,1,월요일,,
,0,2019,11,26,2,화요일,,
,0,2019,11,27,3,수요일,,
,0,2019,11,28,4,목요일,,
,0,2019,11,29,5,금요일,,
,0,2019,11,30,6,토요일,,
,0,2019,12,1,7,일요일,,
,0,2019,12,2,1,월요일,,
,0,2019,12,3,2,화요일,,
,0,2019,12,4,3,수요일,,
,0,2019,12,5,4,목요일,,
,0,2019,12,6,5,금요일,,
,0,2019,12,7,6,토요일,,
,0,2019,12,8,7,일요일,,
,0,2019,12,9,1,월요일,,
,0,2019,12,10,2,화요일,,
,0,2019,12,11,3,수요일,,
,0,2019,12,12,4,목요일,,
,0,2019,12,13,5,금요일,,
,0,2019,12,14,6,토요일,,
,0,2019,12,15,7,일요일,,
,0,2019,12,16,1,월요일,,
,0,2019,12,17,2,화요일,,
,0,2019,12,18,3,수요일,,
,0,2019,12,19,4,목요일,,
,0,2019,12,20,5,금요일,,
,0,2019,12,21,6,토요일,,
,0,2019,12,22,7,일요일,,
,0,2019,12,23,1,월요일,,
,0,2019,12,24,2,화요일,,
,기독탄신일,2019,12,25,3,수요일,,
,0,2019,12,26,4,목요일,,
,0,2019,12,27,5,금요일,,
,0,2019,12,28,6,토요일,,
,0,2019,12,29,7,일요일,,
,0,2019,12,30,1,월요일,,
,0,2019,12,31,2,화요일,,
