date,product_name,store_code,promotion_flag,flag,sale_qty
2015-03-13,백산수2.0L,1,0,1,1061
2015-03-14,백산수2.0L,1,0,1,1849
2015-03-15,백산수2.0L,1,0,1,544
2015-03-16,백산수2.0L,1,0,1,323
2015-03-17,백산수2.0L,1,0,1,351
2015-03-18,백산수2.0L,1,0,1,259
2015-03-19,백산수2.0L,1,0,1,396
2015-03-20,백산수2.0L,1,0,1,593
2015-03-21,백산수2.0L,1,0,1,993
2015-03-22,백산수2.0L,1,0,0,0
2015-03-23,백산수2.0L,1,0,1,522
2015-03-24,백산수2.0L,1,0,1,257
2015-03-25,백산수2.0L,1,0,1,404
2015-03-26,백산수2.0L,1,0,1,285
2015-03-27,백산수2.0L,1,0,1,392
2015-03-28,백산수2.0L,1,0,1,790
2015-03-29,백산수2.0L,1,0,1,816
2015-03-30,백산수2.0L,1,0,1,423
2015-03-31,백산수2.0L,1,0,1,309
2015-04-01,백산수2.0L,1,0,1,443
2015-04-02,백산수2.0L,1,0,1,323
2015-04-03,백산수2.0L,1,0,1,441
2015-04-04,백산수2.0L,1,0,1,755
2015-04-05,백산수2.0L,1,0,1,666
2015-04-06,백산수2.0L,1,0,1,514
2015-04-07,백산수2.0L,1,0,1,460
2015-04-08,백산수2.0L,1,0,1,373
2015-04-09,백산수2.0L,1,0,1,252
2015-04-10,백산수2.0L,1,0,1,444
2015-04-11,백산수2.0L,1,0,1,930
2015-04-12,백산수2.0L,1,0,0,0
2015-04-13,백산수2.0L,1,0,1,493
2015-04-14,백산수2.0L,1,0,1,444
2015-04-15,백산수2.0L,1,0,1,524
2015-04-16,백산수2.0L,1,0,1,375
2015-04-17,백산수2.0L,1,0,1,372
2015-04-18,백산수2.0L,1,0,1,801
2015-04-19,백산수2.0L,1,0,1,478
2015-04-20,백산수2.0L,1,0,1,393
2015-04-21,백산수2.0L,1,0,1,456
2015-04-22,백산수2.0L,1,0,1,397
2015-04-23,백산수2.0L,1,0,1,437
2015-04-24,백산수2.0L,1,0,1,594
2015-04-25,백산수2.0L,1,0,1,787
2015-04-26,백산수2.0L,1,0,0,0
2015-04-27,백산수2.0L,1,0,1,665
2015-04-28,백산수2.0L,1,0,1,374
2015-04-29,백산수2.0L,1,0,1,413
2015-04-30,백산수2.0L,1,0,1,437
2015-05-01,백산수2.0L,1,0,1,968
2015-05-02,백산수2.0L,1,0,1,896
2015-05-03,백산수2.0L,1,0,1,637
2015-05-04,백산수2.0L,1,0,1,665
2015-05-05,백산수2.0L,1,0,1,750
2015-05-06,백산수2.0L,1,0,1,376
2015-05-07,백산수2.0L,1,0,1,492
2015-05-08,백산수2.0L,1,0,1,450
2015-05-09,백산수2.0L,1,0,1,871
2015-05-10,백산수2.0L,1,0,0,0
2015-05-11,백산수2.0L,1,0,1,575
2015-05-12,백산수2.0L,1,0,1,669
2015-05-13,백산수2.0L,1,0,1,472
2015-05-14,백산수2.0L,1,0,1,431
2015-05-15,백산수2.0L,1,0,1,644
2015-05-16,백산수2.0L,1,0,1,868
2015-05-17,백산수2.0L,1,0,1,987
2015-05-18,백산수2.0L,1,0,1,404
2015-05-19,백산수2.0L,1,0,1,460
2015-05-20,백산수2.0L,1,0,1,313
2015-05-21,백산수2.0L,1,0,1,632
2015-05-22,백산수2.0L,1,0,1,833
2015-05-23,백산수2.0L,1,0,1,1293
2015-05-24,백산수2.0L,1,0,0,0
2015-05-25,백산수2.0L,1,0,1,938
2015-05-26,백산수2.0L,1,0,1,734
2015-05-27,백산수2.0L,1,0,1,618
2015-05-28,백산수2.0L,1,0,1,575
2015-05-29,백산수2.0L,1,0,1,640
2015-05-30,백산수2.0L,1,0,1,1124
2015-05-31,백산수2.0L,1,0,1,883
2015-06-01,백산수2.0L,1,0,1,545
2015-06-02,백산수2.0L,1,0,1,420
2015-06-03,백산수2.0L,1,0,1,462
2015-06-04,백산수2.0L,1,0,1,416
2015-06-05,백산수2.0L,1,0,1,640
2015-06-06,백산수2.0L,1,0,1,1017
2015-06-07,백산수2.0L,1,0,1,689
2015-06-08,백산수2.0L,1,0,1,347
2015-06-09,백산수2.0L,1,0,1,424
2015-06-10,백산수2.0L,1,0,1,500
2015-06-11,백산수2.0L,1,0,1,386
2015-06-12,백산수2.0L,1,0,1,751
2015-06-13,백산수2.0L,1,0,1,1256
2015-06-14,백산수2.0L,1,0,0,0
2015-06-15,백산수2.0L,1,0,1,580
2015-06-16,백산수2.0L,1,0,1,464
2015-06-17,백산수2.0L,1,0,1,553
2015-06-18,백산수2.0L,1,0,1,489
2015-06-19,백산수2.0L,1,0,1,698
2015-06-20,백산수2.0L,1,0,1,1115
2015-06-21,백산수2.0L,1,0,1,1272
2015-06-22,백산수2.0L,1,0,1,575
2015-06-23,백산수2.0L,1,0,1,419
2015-06-24,백산수2.0L,1,0,1,505
2015-06-25,백산수2.0L,1,0,1,507
2015-06-26,백산수2.0L,1,0,1,511
2015-06-27,백산수2.0L,1,0,1,1053
2015-06-28,백산수2.0L,1,0,0,0
2015-06-29,백산수2.0L,1,0,1,552
2015-06-30,백산수2.0L,1,0,1,381
2015-07-01,백산수2.0L,1,0,1,405
2015-07-02,백산수2.0L,1,0,1,1081
2015-07-03,백산수2.0L,1,0,1,1439
2015-07-04,백산수2.0L,1,0,1,2538
2015-07-05,백산수2.0L,1,0,1,2302
2015-07-06,백산수2.0L,1,0,1,352
2015-07-07,백산수2.0L,1,0,1,338
2015-07-08,백산수2.0L,1,0,1,423
2015-07-09,백산수2.0L,1,0,1,370
2015-07-10,백산수2.0L,1,0,1,560
2015-07-11,백산수2.0L,1,0,1,873
2015-07-12,백산수2.0L,1,0,0,0
2015-07-13,백산수2.0L,1,0,1,529
2015-07-14,백산수2.0L,1,0,1,453
2015-07-15,백산수2.0L,1,0,1,606
2015-07-16,백산수2.0L,1,0,1,502
2015-07-17,백산수2.0L,1,0,1,754
2015-07-18,백산수2.0L,1,0,1,1411
2015-07-19,백산수2.0L,1,0,1,1155
2015-07-20,백산수2.0L,1,0,1,536
2015-07-21,백산수2.0L,1,0,1,618
2015-07-22,백산수2.0L,1,0,1,641
2015-07-23,백산수2.0L,1,0,1,635
2015-07-24,백산수2.0L,1,0,1,819
2015-07-25,백산수2.0L,1,0,1,1688
2015-07-26,백산수2.0L,1,0,0,0
2015-07-27,백산수2.0L,1,0,1,1155
2015-07-28,백산수2.0L,1,0,1,1003
2015-07-29,백산수2.0L,1,0,1,1008
2015-07-30,백산수2.0L,1,0,1,1302
2015-07-31,백산수2.0L,1,0,1,1646
2015-08-01,백산수2.0L,1,0,1,2432
2015-08-02,백산수2.0L,1,0,1,1531
2015-08-03,백산수2.0L,1,0,1,1303
2015-08-04,백산수2.0L,1,0,1,1179
2015-08-05,백산수2.0L,1,0,1,1064
2015-08-06,백산수2.0L,1,0,1,1310
2015-08-07,백산수2.0L,1,0,1,1658
2015-08-08,백산수2.0L,1,0,1,2156
2015-08-09,백산수2.0L,1,0,0,0
2015-08-10,백산수2.0L,1,0,1,1485
2015-08-11,백산수2.0L,1,0,1,952
2015-08-12,백산수2.0L,1,0,1,807
2015-08-13,백산수2.0L,1,0,1,1169
2015-08-14,백산수2.0L,1,0,1,1646
2015-08-15,백산수2.0L,1,0,1,1780
2015-08-16,백산수2.0L,1,0,1,1316
2015-08-17,백산수2.0L,1,0,1,576
2015-08-18,백산수2.0L,1,0,1,615
2015-08-19,백산수2.0L,1,0,1,558
2015-08-20,백산수2.0L,1,0,1,686
2015-08-21,백산수2.0L,1,0,1,899
2015-08-22,백산수2.0L,1,0,1,1482
2015-08-23,백산수2.0L,1,0,0,0
2015-08-24,백산수2.0L,1,0,1,615
2015-08-25,백산수2.0L,1,0,1,468
2015-08-26,백산수2.0L,1,0,1,526
2015-08-27,백산수2.0L,1,0,1,657
2015-08-28,백산수2.0L,1,0,1,728
2015-08-29,백산수2.0L,1,0,1,1210
2015-08-30,백산수2.0L,1,0,1,964
2015-08-31,백산수2.0L,1,0,1,493
2015-09-01,백산수2.0L,1,0,1,456
2015-09-02,백산수2.0L,1,0,1,354
2015-09-03,백산수2.0L,1,0,1,547
2015-09-04,백산수2.0L,1,0,1,757
2015-09-05,백산수2.0L,1,0,1,932
2015-09-06,백산수2.0L,1,0,1,883
2015-09-07,백산수2.0L,1,0,1,380
2015-09-08,백산수2.0L,1,0,1,365
2015-09-09,백산수2.0L,1,0,1,358
2015-09-10,백산수2.0L,1,0,1,412
2015-09-11,백산수2.0L,1,0,1,442
2015-09-12,백산수2.0L,1,0,1,709
2015-09-13,백산수2.0L,1,0,0,0
2015-09-14,백산수2.0L,1,0,1,549
2015-09-15,백산수2.0L,1,0,1,510
2015-09-16,백산수2.0L,1,0,1,317
2015-09-17,백산수2.0L,1,0,1,574
2015-09-18,백산수2.0L,1,0,1,657
2015-09-19,백산수2.0L,1,0,1,1314
2015-09-20,백산수2.0L,1,0,1,1170
2015-09-21,백산수2.0L,1,0,1,638
2015-09-22,백산수2.0L,1,0,1,793
2015-09-23,백산수2.0L,1,0,1,714
2015-09-24,백산수2.0L,1,0,1,959
2015-09-25,백산수2.0L,1,0,1,1357
2015-09-26,백산수2.0L,1,0,1,1886
2015-09-27,백산수2.0L,1,0,0,0
2015-09-28,백산수2.0L,1,0,1,941
2015-09-29,백산수2.0L,1,0,1,444
2015-09-30,백산수2.0L,1,0,1,516
2015-10-01,백산수2.0L,1,0,1,375
2015-10-02,백산수2.0L,1,0,1,471
2015-10-03,백산수2.0L,1,0,1,717
2015-10-04,백산수2.0L,1,0,1,802
2015-10-05,백산수2.0L,1,0,1,412
2015-10-06,백산수2.0L,1,0,1,520
2015-10-07,백산수2.0L,1,0,1,655
2015-10-08,백산수2.0L,1,0,1,444
2015-10-09,백산수2.0L,1,0,1,849
2015-10-10,백산수2.0L,1,0,1,828
2015-10-11,백산수2.0L,1,0,0,0
2015-10-12,백산수2.0L,1,0,1,641
2015-10-13,백산수2.0L,1,0,1,806
2015-10-14,백산수2.0L,1,0,1,555
2015-10-15,백산수2.0L,1,0,1,807
2015-10-16,백산수2.0L,1,0,1,1086
2015-10-17,백산수2.0L,1,0,1,1256
2015-10-18,백산수2.0L,1,0,1,1158
2015-10-19,백산수2.0L,1,0,1,368
2015-10-20,백산수2.0L,1,0,1,263
2015-10-21,백산수2.0L,1,0,1,287
2015-10-22,백산수2.0L,1,0,1,271
2015-10-23,백산수2.0L,1,0,1,329
2015-10-24,백산수2.0L,1,0,1,581
2015-10-25,백산수2.0L,1,0,0,0
2015-10-26,백산수2.0L,1,0,1,469
2015-10-27,백산수2.0L,1,0,1,389
2015-10-28,백산수2.0L,1,0,1,361
2015-10-29,백산수2.0L,1,0,1,539
2015-10-30,백산수2.0L,1,0,1,468
2015-10-31,백산수2.0L,1,0,1,629
2015-11-01,백산수2.0L,1,0,1,671
2015-11-02,백산수2.0L,1,0,1,400
2015-11-03,백산수2.0L,1,0,1,368
2015-11-04,백산수2.0L,1,0,1,420
2015-11-05,백산수2.0L,1,0,1,252
2015-11-06,백산수2.0L,1,0,1,364
2015-11-07,백산수2.0L,1,0,1,557
2015-11-08,백산수2.0L,1,0,0,0
2015-11-09,백산수2.0L,1,0,1,511
2015-11-10,백산수2.0L,1,0,1,466
2015-11-11,백산수2.0L,1,0,1,601
2015-11-12,백산수2.0L,1,0,1,414
2015-11-13,백산수2.0L,1,0,1,427
2015-11-14,백산수2.0L,1,0,1,1036
2015-11-15,백산수2.0L,1,0,1,694
2015-11-16,백산수2.0L,1,0,1,421
2015-11-17,백산수2.0L,1,0,1,364
2015-11-18,백산수2.0L,1,0,1,427
2015-11-19,백산수2.0L,1,0,1,381
2015-11-20,백산수2.0L,1,0,1,561
2015-11-21,백산수2.0L,1,0,1,868
2015-11-22,백산수2.0L,1,0,0,0
2015-11-23,백산수2.0L,1,0,1,552
2015-11-24,백산수2.0L,1,0,1,409
2015-11-25,백산수2.0L,1,0,1,649
2015-11-26,백산수2.0L,1,0,1,380
2015-11-27,백산수2.0L,1,0,1,460
2015-11-28,백산수2.0L,1,0,1,676
2015-11-29,백산수2.0L,1,0,1,484
2015-11-30,백산수2.0L,1,0,1,385
2015-12-01,백산수2.0L,1,0,1,310
2015-12-02,백산수2.0L,1,0,1,291
2015-12-03,백산수2.0L,1,0,1,265
2015-12-04,백산수2.0L,1,0,1,428
2015-12-05,백산수2.0L,1,0,1,691
2015-12-06,백산수2.0L,1,0,1,588
2015-12-07,백산수2.0L,1,0,1,280
2015-12-08,백산수2.0L,1,0,1,328
2015-12-09,백산수2.0L,1,0,1,344
2015-12-10,백산수2.0L,1,0,1,300
2015-12-11,백산수2.0L,1,0,1,653
2015-12-12,백산수2.0L,1,0,1,1084
2015-12-13,백산수2.0L,1,0,0,0
2015-12-14,백산수2.0L,1,0,1,678
2015-12-15,백산수2.0L,1,0,1,537
2015-12-16,백산수2.0L,1,0,1,495
2015-12-17,백산수2.0L,1,0,1,390
2015-12-18,백산수2.0L,1,0,1,625
2015-12-19,백산수2.0L,1,0,1,920
2015-12-20,백산수2.0L,1,0,1,732
2015-12-21,백산수2.0L,1,0,1,441
2015-12-22,백산수2.0L,1,0,1,452
2015-12-23,백산수2.0L,1,0,1,597
2015-12-24,백산수2.0L,1,0,1,473
2015-12-25,백산수2.0L,1,0,1,716
2015-12-26,백산수2.0L,1,0,1,594
2015-12-27,백산수2.0L,1,0,0,0
2015-12-28,백산수2.0L,1,0,1,516
2015-12-29,백산수2.0L,1,0,1,398
2015-12-30,백산수2.0L,1,0,1,489
2015-12-31,백산수2.0L,1,0,1,849
2016-01-01,백산수2.0L,1,0,1,941
2016-01-02,백산수2.0L,1,0,1,725
2016-01-03,백산수2.0L,1,0,1,695
2016-01-04,백산수2.0L,1,0,1,205
2016-01-05,백산수2.0L,1,0,1,365
2016-01-06,백산수2.0L,1,0,1,357
2016-01-07,백산수2.0L,1,0,1,447
2016-01-08,백산수2.0L,1,0,1,430
2016-01-09,백산수2.0L,1,0,1,851
2016-01-10,백산수2.0L,1,0,0,0
2016-01-11,백산수2.0L,1,0,1,413
2016-01-12,백산수2.0L,1,0,1,345
2016-01-13,백산수2.0L,1,0,1,376
2016-01-14,백산수2.0L,1,0,1,327
2016-01-15,백산수2.0L,1,0,1,504
2016-01-16,백산수2.0L,1,0,1,1064
2016-01-17,백산수2.0L,1,0,1,937
2016-01-18,백산수2.0L,1,0,1,511
2016-01-19,백산수2.0L,1,0,1,730
2016-01-20,백산수2.0L,1,0,1,637
2016-01-21,백산수2.0L,1,0,1,575
2016-01-22,백산수2.0L,1,0,1,889
2016-01-23,백산수2.0L,1,0,1,1757
2016-01-24,백산수2.0L,1,0,0,0
2016-01-25,백산수2.0L,1,0,1,1149
2016-01-26,백산수2.0L,1,0,1,831
2016-01-27,백산수2.0L,1,0,1,574
2016-01-28,백산수2.0L,1,0,1,487
2016-01-29,백산수2.0L,1,0,1,648
2016-01-30,백산수2.0L,1,0,1,1050
2016-01-31,백산수2.0L,1,0,1,1064
2016-02-01,백산수2.0L,1,0,1,744
2016-02-02,백산수2.0L,1,0,1,613
2016-02-03,백산수2.0L,1,0,1,638
2016-02-04,백산수2.0L,1,0,1,728
2016-02-05,백산수2.0L,1,0,1,754
2016-02-06,백산수2.0L,1,0,1,1526
2016-02-07,백산수2.0L,1,0,1,1324
2016-02-08,백산수2.0L,1,0,1,339
2016-02-09,백산수2.0L,1,0,1,613
2016-02-10,백산수2.0L,1,0,1,495
2016-02-11,백산수2.0L,1,0,1,319
2016-02-12,백산수2.0L,1,0,1,415
2016-02-13,백산수2.0L,1,0,1,719
2016-02-14,백산수2.0L,1,0,0,0
2016-02-15,백산수2.0L,1,0,1,479
2016-02-16,백산수2.0L,1,0,1,393
2016-02-17,백산수2.0L,1,0,1,340
2016-02-18,백산수2.0L,1,0,1,382
2016-02-19,백산수2.0L,1,0,1,491
2016-02-20,백산수2.0L,1,0,1,1003
2016-02-21,백산수2.0L,1,0,1,793
2016-02-22,백산수2.0L,1,0,1,506
2016-02-23,백산수2.0L,1,0,1,385
2016-02-24,백산수2.0L,1,0,1,1242
2016-02-25,백산수2.0L,1,0,1,1603
2016-02-26,백산수2.0L,1,0,1,1579
2016-02-27,백산수2.0L,1,0,1,2079
2016-02-28,백산수2.0L,1,0,0,0
2016-02-29,백산수2.0L,1,0,1,617
2016-03-01,백산수2.0L,1,0,1,1128
2016-03-02,백산수2.0L,1,0,1,821
2016-03-03,백산수2.0L,1,0,1,643
2016-03-04,백산수2.0L,1,0,1,812
2016-03-05,백산수2.0L,1,0,1,1194
2016-03-06,백산수2.0L,1,0,1,1245
2016-03-07,백산수2.0L,1,0,1,545
2016-03-08,백산수2.0L,1,0,1,441
2016-03-09,백산수2.0L,1,0,1,513
2016-03-10,백산수2.0L,1,0,1,436
2016-03-11,백산수2.0L,1,0,1,589
2016-03-12,백산수2.0L,1,0,1,927
2016-03-13,백산수2.0L,1,0,0,0
2016-03-14,백산수2.0L,1,0,1,614
2016-03-15,백산수2.0L,1,0,1,408
2016-03-16,백산수2.0L,1,0,1,267
2016-03-17,백산수2.0L,1,0,1,507
2016-03-18,백산수2.0L,1,0,1,566
2016-03-19,백산수2.0L,1,0,1,857
2016-03-20,백산수2.0L,1,0,1,894
2016-03-21,백산수2.0L,1,0,1,555
2016-03-22,백산수2.0L,1,0,1,701
2016-03-23,백산수2.0L,1,0,1,399
2016-03-24,백산수2.0L,1,0,1,296
2016-03-25,백산수2.0L,1,0,1,458
2016-03-26,백산수2.0L,1,0,1,806
2016-03-27,백산수2.0L,1,0,0,0
2016-03-28,백산수2.0L,1,0,1,553
2016-03-29,백산수2.0L,1,0,1,427
2016-03-30,백산수2.0L,1,0,1,505
2016-03-31,백산수2.0L,1,0,1,652
2016-04-01,백산수2.0L,1,0,1,590
2016-04-02,백산수2.0L,1,0,1,1054
2016-04-03,백산수2.0L,1,0,1,1181
2016-04-04,백산수2.0L,1,0,1,639
2016-04-05,백산수2.0L,1,0,1,476
2016-04-06,백산수2.0L,1,0,1,543
2016-04-07,백산수2.0L,1,0,1,430
2016-04-08,백산수2.0L,1,0,1,627
2016-04-09,백산수2.0L,1,0,1,1065
2016-04-10,백산수2.0L,1,0,0,0
2016-04-11,백산수2.0L,1,0,1,664
2016-04-12,백산수2.0L,1,0,1,529
2016-04-13,백산수2.0L,1,0,1,714
2016-04-14,백산수2.0L,1,0,1,496
2016-04-15,백산수2.0L,1,0,1,660
2016-04-16,백산수2.0L,1,0,1,907
2016-04-17,백산수2.0L,1,0,1,1026
2016-04-18,백산수2.0L,1,0,1,601
2016-04-19,백산수2.0L,1,0,1,569
2016-04-20,백산수2.0L,1,0,1,527
2016-04-21,백산수2.0L,1,0,1,383
2016-04-22,백산수2.0L,1,0,1,541
2016-04-23,백산수2.0L,1,0,1,987
2016-04-24,백산수2.0L,1,0,0,0
2016-04-25,백산수2.0L,1,0,1,543
2016-04-26,백산수2.0L,1,0,1,562
2016-04-27,백산수2.0L,1,0,1,459
2016-04-28,백산수2.0L,1,0,1,577
2016-04-29,백산수2.0L,1,0,1,763
2016-04-30,백산수2.0L,1,0,1,1303
2016-05-01,백산수2.0L,1,0,1,1267
2016-05-02,백산수2.0L,1,0,1,622
2016-05-03,백산수2.0L,1,0,1,527
2016-05-04,백산수2.0L,1,0,1,1141
2016-05-05,백산수2.0L,1,0,1,2013
2016-05-06,백산수2.0L,1,0,1,964
2016-05-07,백산수2.0L,1,0,1,1309
2016-05-08,백산수2.0L,1,0,0,0
2016-05-09,백산수2.0L,1,0,1,665
2016-05-10,백산수2.0L,1,0,1,677
2016-05-11,백산수2.0L,1,0,1,638
2016-05-12,백산수2.0L,1,0,1,608
2016-05-13,백산수2.0L,1,0,1,806
2016-05-14,백산수2.0L,1,0,1,880
2016-05-15,백산수2.0L,1,0,1,717
2016-05-16,백산수2.0L,1,0,1,512
2016-05-17,백산수2.0L,1,0,1,465
2016-05-18,백산수2.0L,1,0,1,537
2016-05-19,백산수2.0L,1,0,1,673
2016-05-20,백산수2.0L,1,0,1,853
2016-05-21,백산수2.0L,1,0,1,1502
2016-05-22,백산수2.0L,1,0,0,0
2016-05-23,백산수2.0L,1,0,1,791
2016-05-24,백산수2.0L,1,0,1,623
2016-05-25,백산수2.0L,1,0,1,732
2016-05-26,백산수2.0L,1,0,1,946
2016-05-27,백산수2.0L,1,0,1,945
2016-05-28,백산수2.0L,1,0,1,1276
2016-05-29,백산수2.0L,1,0,1,1260
2016-05-30,백산수2.0L,1,0,1,991
2016-05-31,백산수2.0L,1,0,1,814
2016-06-01,백산수2.0L,1,0,1,778
2016-06-02,백산수2.0L,1,0,1,966
2016-06-03,백산수2.0L,1,0,1,1109
2016-06-04,백산수2.0L,1,0,1,1453
2016-06-05,백산수2.0L,1,0,1,1325
2016-06-06,백산수2.0L,1,0,1,889
2016-06-07,백산수2.0L,1,0,1,833
2016-06-08,백산수2.0L,1,0,1,578
2016-06-09,백산수2.0L,1,0,1,494
2016-06-10,백산수2.0L,1,0,1,861
2016-06-11,백산수2.0L,1,0,1,1670
2016-06-12,백산수2.0L,1,0,0,0
2016-06-13,백산수2.0L,1,0,1,770
2016-06-14,백산수2.0L,1,0,1,595
2016-06-15,백산수2.0L,1,0,1,1637
2016-06-16,백산수2.0L,1,0,1,2227
2016-06-17,백산수2.0L,1,0,1,2257
2016-06-18,백산수2.0L,1,0,1,3392
2016-06-19,백산수2.0L,1,0,1,590
2016-06-20,백산수2.0L,1,0,1,339
2016-06-21,백산수2.0L,1,0,1,428
2016-06-22,백산수2.0L,1,0,1,445
2016-06-23,백산수2.0L,1,0,1,462
2016-06-24,백산수2.0L,1,0,1,404
2016-06-25,백산수2.0L,1,0,1,1182
2016-06-26,백산수2.0L,1,0,0,0
2016-06-27,백산수2.0L,1,0,1,669
2016-06-28,백산수2.0L,1,0,1,565
2016-06-29,백산수2.0L,1,0,1,594
2016-06-30,백산수2.0L,1,0,1,527
2016-07-01,백산수2.0L,1,0,1,474
2016-07-02,백산수2.0L,1,0,1,898
2016-07-03,백산수2.0L,1,0,1,903
2016-07-04,백산수2.0L,1,0,1,676
2016-07-05,백산수2.0L,1,0,1,539
2016-07-06,백산수2.0L,1,0,1,608
2016-07-07,백산수2.0L,1,1,1,932
2016-07-08,백산수2.0L,1,1,1,1828
2016-07-09,백산수2.0L,1,1,1,2546
2016-07-10,백산수2.0L,1,0,0,0
2016-07-11,백산수2.0L,1,1,1,1038
2016-07-12,백산수2.0L,1,1,1,1123
2016-07-13,백산수2.0L,1,1,1,1109
2016-07-14,백산수2.0L,1,0,1,1005
2016-07-15,백산수2.0L,1,0,1,1031
2016-07-16,백산수2.0L,1,0,1,1792
2016-07-17,백산수2.0L,1,0,1,1695
2016-07-18,백산수2.0L,1,0,1,768
2016-07-19,백산수2.0L,1,0,1,919
2016-07-20,백산수2.0L,1,0,1,715
2016-07-21,백산수2.0L,1,0,1,918
2016-07-22,백산수2.0L,1,0,1,1005
2016-07-23,백산수2.0L,1,0,1,2146
2016-07-24,백산수2.0L,1,0,0,0
2016-07-25,백산수2.0L,1,0,1,1217
2016-07-26,백산수2.0L,1,0,1,1232
2016-07-27,백산수2.0L,1,0,1,1237
2016-07-28,백산수2.0L,1,0,1,1278
2016-07-29,백산수2.0L,1,0,1,1760
2016-07-30,백산수2.0L,1,0,1,2642
2016-07-31,백산수2.0L,1,0,1,2260
2016-08-01,백산수2.0L,1,0,1,1551
2016-08-02,백산수2.0L,1,0,1,1368
2016-08-03,백산수2.0L,1,0,1,1278
2016-08-04,백산수2.0L,1,0,1,1278
2016-08-05,백산수2.0L,1,0,1,1424
2016-08-06,백산수2.0L,1,0,1,2171
2016-08-07,백산수2.0L,1,0,1,10805
2016-08-08,백산수2.0L,1,0,1,1263
2016-08-09,백산수2.0L,1,0,1,894
2016-08-10,백산수2.0L,1,0,1,1159
2016-08-11,백산수2.0L,1,0,1,1382
2016-08-12,백산수2.0L,1,0,1,1675
2016-08-13,백산수2.0L,1,0,1,3593
2016-08-14,백산수2.0L,1,0,0,0
2016-08-15,백산수2.0L,1,0,1,2251
2016-08-16,백산수2.0L,1,0,1,1145
2016-08-17,백산수2.0L,1,0,1,1066
2016-08-18,백산수2.0L,1,0,1,2858
2016-08-19,백산수2.0L,1,0,1,2766
2016-08-20,백산수2.0L,1,0,1,4357
2016-08-21,백산수2.0L,1,0,1,3266
2016-08-22,백산수2.0L,1,0,1,1786
2016-08-23,백산수2.0L,1,0,1,1599
